Date,Close,High,Low,Open,Volume
2015-01-01,164.6027374267578,165.38730487903575,164.0871627027088,164.80447664465268,2636761
2015-01-02,165.1182861328125,165.9476855757719,164.64754360431078,164.64754360431078,6853849
2015-01-05,165.7683563232422,166.68741999040665,164.78203915666353,165.29761379699892,8556295
2015-01-06,161.50926208496094,165.61143780268034,160.94885533321673,165.27519162032343,13597291
2015-01-07,158.50547790527344,163.19048174280132,158.25889595157412,160.0522018132116,12421217
2015-01-08,162.47317504882812,162.8990855039949,159.35731616335366,159.35731616335366,8774566
2015-01-09,160.00735473632812,164.01986583637193,158.3037132614342,162.78696683972234,11224780
2015-01-12,160.4332733154297,162.00240788551267,159.6487060303882,160.25394486816893,10249032
2015-01-13,161.4420166015625,162.1593411157694,160.18670669411478,160.67987062780466,12071158
2015-01-14,155.92762756347656,161.2627031595312,155.1654815187212,161.2627031595312,16849719
2015-01-15,160.45567321777344,161.3523260501351,157.3174042893337,158.30371068272575,16665762
2015-01-16,161.4420166015625,162.27141607775167,158.86414328423575,160.70228135758015,11230052
2015-01-19,160.8591766357422,162.18172920443607,159.60386690353988,161.39716195387848,7117173
2015-01-20,166.37356567382812,166.70981179813836,160.54532793658421,160.99365965451457,12477394
2015-01-21,158.1243896484375,167.20298268412003,156.55525511077565,167.20298268412003,33697892
2015-01-22,157.20535278320312,161.30752892513064,156.39836399340578,158.2589128965486,30768622
2015-01-23,156.66734313964844,159.5814625603745,156.3759397228175,158.46064903802633,17392494
2015-01-27,161.46441650390625,161.84549476835622,156.62249532622843,156.91390937040208,26228540
2015-01-28,162.42831420898438,162.94388881022525,160.2987729662575,161.39716500650263,12792194
2015-01-29,165.97010803222656,166.77709680333083,161.39718942355697,162.74216360436225,21906152
2015-01-30,165.2303466796875,166.7770704732163,163.03355195712427,165.88041760872193,14453148
2015-02-02,161.68856811523438,165.52175061804954,161.1281614412152,164.53543359298973,8820985
2015-02-03,164.10952758789062,164.5354379502102,162.0472292678383,162.0472292678383,6541497
2015-02-04,164.80445861816406,166.10460065228003,163.79573066936442,164.75962650169635,6030862
2015-02-05,165.3872528076172,166.82189089636935,163.05596191718854,164.04227893337764,9843219
2015-02-06,167.44955444335938,167.85304341683198,164.13194646959977,164.13194646959977,7606977
2015-02-09,164.9389190673828,167.6064560579833,164.40093378686686,166.3959785202722,7464839
2015-02-10,165.83560180664062,166.77708687411805,164.4906277059095,165.02862374013324,8320305
2015-02-11,166.39599609375,167.18056337230422,164.9165257595305,166.3511639823055,4720532
2015-02-12,166.0597381591797,166.77706254799827,163.4818759490157,166.77706254799827,5498120
2015-02-13,169.4894561767578,170.02745221007848,165.90285502864452,166.41842967632377,9373648
2015-02-16,174.6676025390625,175.29526276287868,169.46703492694903,169.64636337473897,12053473
2015-02-18,176.30397033691406,180.2268169791635,172.60528422862598,172.60528422862598,14195768
2015-02-19,174.51068115234375,176.50572595508802,171.97764039383495,176.16947981480402,7249013
2015-02-20,177.55929565429688,178.38870568797952,172.31389607046307,173.72611288733114,9275383
2015-02-23,174.95899963378906,178.79219278817544,174.51067855777626,177.08855138622593,6077614
2015-02-24,177.40235900878906,178.43350804059727,174.2416584301816,175.74354987462178,8556081
2015-02-25,179.1956787109375,179.33018569600463,176.39364522547186,178.25420441132377,16358450
2015-02-26,177.37997436523438,179.95784747864639,175.7211755440702,178.38871288259642,12153247
2015-02-27,176.50575256347656,177.8283159415809,172.1794161655052,176.99890582876594,35742645
2015-03-02,153.88772583007812,160.50052113921097,153.32731908670917,160.50052113921097,52676159
2015-03-03,153.12557983398438,154.89646441292058,151.98235553989193,153.99981143023774,46726874
2015-03-04,154.33602905273438,157.27255876844148,153.73079026639093,154.6722751910475,33411001
2015-03-05,155.2327117919922,156.51044310125698,153.19283449973054,155.56895799512003,21288890
2015-03-09,151.69090270996094,154.62743221935577,151.19773890000315,154.08944696109248,16929751
2015-03-10,151.7805938720703,153.64114253877526,150.23386999507966,152.43066483618284,13538973
2015-03-11,151.6236572265625,152.74447056364667,151.33225385789888,152.5875635166471,13191922
2015-03-12,155.41201782226562,156.12934224161046,151.89267053218094,152.00474547934195,28375424
2015-03-13,152.16168212890625,156.91392902501008,150.95120434700343,156.1517724006445,16254309
2015-03-16,150.3683624267578,153.14798531880658,150.18903398015172,152.87898199234604,8926276
2015-03-17,152.4306640625,152.72207812260282,150.74944385559363,152.20650349955613,11361862
2015-03-18,150.92877197265625,152.99107046028888,150.63735791319695,152.99107046028888,9094350
2015-03-19,149.44931030273438,152.81175090483495,148.61991084512212,151.7581802151742,10865286
2015-03-20,146.80418395996094,149.60621780301807,146.33344142180317,149.60621780301807,10980106
2015-03-23,146.78176879882812,147.85775018833695,145.7057874093193,146.31102627488352,11832346
2015-03-24,146.40066528320312,147.85772471791262,146.15408337110148,146.64724719530474,11128170
2015-03-25,146.49034118652344,147.34216192791064,146.15409503528628,147.34216192791064,7528966
2015-03-26,144.54014587402344,147.4766760570287,143.73315714496368,146.15411267559077,25124845
2015-03-27,142.34332275390625,145.81784828763807,141.26734154691286,145.25743097445704,22227555
2015-03-30,146.84901428222656,147.72325650330387,143.30724525289412,143.30724525289412,17152877
2015-03-31,146.08685302734375,147.40940560010128,145.25744300784208,147.40940560010128,12752488
2015-04-01,149.04579162597656,149.29237355589083,145.32469457704684,146.08685109320868,11257250
2015-04-06,152.8789825439453,153.17039659900738,147.54391861195884,147.65599356321636,20059841
2015-04-07,152.69969177246094,153.77567337800934,151.08572469241537,152.92385238683477,10955870
2015-04-08,155.2327117919922,155.5465366085203,153.1031702664368,153.32733084967117,12858493
2015-04-09,155.63616943359375,156.4431580269354,154.22395271593388,155.52409449287018,7962836
2015-04-10,155.41201782226562,155.83792819719994,153.4393836614806,155.56893553615228,5808788
2015-04-13,157.58642578125,157.98991483420562,154.60505270314363,155.5689592033666,11311123
2015-04-15,159.1331329345703,160.769521016265,157.54157696511857,158.7072225399866,18165922
2015-04-16,156.95875549316406,159.78321065367763,155.4120315704855,158.19165461685847,8168670
2015-04-17,157.74331665039062,158.37097688036647,155.88276800148412,157.13807780488426,9146535
2015-04-20,153.28245544433594,157.8553726770842,152.69962743597117,157.8553726770842,11709786
2015-04-21,153.30487060546875,156.33107501002627,152.87896027700103,153.26003850018532,11309747
2015-04-22,153.95494079589844,154.67226513388763,151.78056771421063,152.43063856628996,11183242
2015-04-23,153.3721466064453,155.34478084159633,151.66850504248268,153.95496406068682,9268343
2015-04-24,155.99485778808594,156.8915107163978,152.94624209444635,153.32732038822027,17985818
2015-04-27,154.6050567626953,157.72092627360203,154.31365332285213,156.4207841900538,9732828
2015-04-28,151.332275390625,154.67229449523538,149.56138026202908,154.62746238163498,11098180
2015-04-29,147.1179962158203,150.6373433473436,146.7369179682298,150.21143299159831,10479677
2015-04-30,144.5177001953125,147.23006934668246,144.0021256296004,146.96107670106323,20809376
2015-05-04,148.03707885742188,148.3509036549871,143.5089927234873,144.9884631399896,7487026
2015-05-05,146.26620483398438,147.4991040402894,145.0781377448239,147.3197649151584,13976353
2015-05-06,142.7244110107422,146.9835040316154,141.76050467343802,146.15409402256395,20990280
2015-05-07,144.60736083984375,145.12293539282516,141.49150279698236,142.79164454192235,11010190
2015-05-08,147.0507354736328,147.6335635074533,144.65219116426013,145.95234354973272,12625098
2015-05-11,146.35585021972656,148.28365232177558,145.43678660834857,147.94740615821857,9134733
2015-05-12,145.36952209472656,147.05074212853208,144.85394752476418,146.82658158866812,14846868
2015-05-13,146.98355102539062,147.85778276681933,143.91251325048236,146.53521913132272,11037270
2015-05-14,145.5712890625,146.60243832393184,144.54013980106814,146.60243832393184,8347876
2015-05-15,146.33343505859375,147.0059274143055,145.63853197451922,145.75061758598844,5659055
2015-05-18,149.29237365722656,149.69587329855122,146.26617963004585,146.73692210722405,7175678
2015-05-19,149.0906219482422,150.59251357959306,148.2836439889154,148.7319650774303,8901031
2015-05-20,148.82162475585938,149.83036315907594,148.17155386906555,149.0682066752968,5360856
2015-05-21,146.78176879882812,149.4717169443242,146.15410854805134,149.29238848883142,7458421
2015-05-22,147.56631469726562,149.4044524123232,145.90751606821763,147.4990718644936,12962351
2015-05-25,142.029541015625,145.48164621322195,141.85020187969832,144.11425057317018,24332194
2015-05-26,140.774169921875,142.34331486743383,140.21376329629317,142.34331486743383,11448185
2015-05-27,142.43301391601562,142.90375644917822,140.77420435712074,141.22253616118385,9485450
2015-05-28,144.11422729492188,144.56254842093958,141.8950110797553,142.61233553793522,20765291
2015-05-29,146.6472625732422,147.92498306078664,142.858911908358,144.36080360671136,20563442
2015-06-01,148.86647033691406,149.62862688967425,145.9299403895545,145.9299403895545,10448028
2015-06-02,142.8589324951172,147.63360094334243,142.38818993506385,147.45427247409407,11266482
2015-06-03,139.30789184570312,143.63266757438964,137.56883739583083,143.60977998306353,21470134
2015-06-04,138.02647399902344,140.33759846472284,136.47047683985082,139.5824820363283,11429057
2015-06-05,139.2621307373047,140.90966749408244,135.006017684917,137.95784258949973,17605227
2015-06-08,139.2850341796875,141.06986405628686,138.32397277522125,140.49780473249828,10689359
2015-06-09,137.56884765625,138.66720192476936,137.15696888485533,138.16378365937564,10292547
2015-06-10,137.79763793945312,138.8502276612822,136.65351962251992,137.5688164516927,9861385
2015-06-11,135.94418334960938,138.20954353669188,135.09753830756532,138.20954353669188,11520780
2015-06-12,136.17300415039062,137.36288689674345,135.00600899441585,135.82976644164546,8653038
2015-06-15,136.60775756835938,138.55275656346066,134.54834238843335,135.9212822156736,8680427
2015-06-16,136.813720703125,137.36289235643906,135.1204196824745,136.37895437185168,8231138
2015-06-17,137.79763793945312,138.71293476862593,136.03569616650122,136.60775532496783,10881861
2015-06-18,138.1637725830078,139.30789106773778,137.38577941052168,137.84342245316057,11296145
2015-06-19,139.5824737548828,139.78840766432452,138.39259108537442,138.57564828404776,8757082
2015-06-22,142.05377197265625,142.85465268004478,139.44518505671314,140.1316495724182,7197508
2015-06-23,143.95303344726562,144.15897827918963,140.77238674002797,142.0537982848278,7586161
2015-06-24,143.54112243652344,145.5776500703315,142.35123977790022,144.25047451395923,7368751
2015-06-25,142.94619750976562,144.36491275954288,141.75631466933297,142.145316711459,10885448
2015-06-26,140.93252563476562,142.94617657072908,140.52064693891782,142.94617657072908,5507615
2015-06-29,141.8478546142578,142.30550859137654,139.01044564428472,139.6740335768795,9719271
2015-06-30,144.2276153564453,145.0056194751871,140.9783168347985,141.96226577982696,11639874
2015-07-01,143.5182342529297,144.79964550474065,143.01482696326988,144.27335062648513,8850821
2015-07-02,144.1818389892578,145.21155215643535,143.4724868313174,143.74707265797832,6562181
2015-07-03,144.43356323242188,145.02851013064162,142.94620686500642,143.838627212336,5122200
2015-07-06,145.7149658203125,145.82938202544617,142.7860284527296,143.19790721057097,4419337
2015-07-07,145.2344207763672,146.12684098048393,144.6623615636354,145.82936757911168,7595780
2015-07-08,143.2207794189453,144.61660703824995,141.5961302747054,144.2276050067935,11611813
2015-07-09,142.14529418945312,144.11318080233892,141.80205650795318,143.15211964539162,6711914
2015-07-10,141.82493591308594,142.64869324739652,140.29181566814503,141.41304636779984,7493999
2015-07-13,143.97589111328125,144.79964851347745,141.39018096733614,143.24365143497513,6623752
2015-07-14,142.92330932617188,144.84542091223244,142.16819289470533,143.67842575763842,5465329
2015-07-15,143.7012939453125,144.25047642170324,142.48853456009118,142.48853456009118,5687830
2015-07-16,145.50901794433594,146.4014382181038,142.92331836836135,144.06743688312048,5838516
2015-07-17,147.4998016357422,148.23203056889562,145.3717341034308,145.7836237564633,6133622
2015-07-20,146.67599487304688,148.02605793290093,146.0810590203502,147.27094160387438,4946419
2015-07-21,143.42669677734375,147.56840365937921,143.01481811129733,146.67599444387994,7069753
2015-07-22,143.9301300048828,145.50900382933582,142.1910648096419,142.83177590213378,8060271
2015-07-23,144.2047119140625,145.2801783981694,142.78600774247244,144.2047119140625,5631003
2015-07-24,143.95303344726562,144.4335641363323,143.01485966296113,144.15897827918963,4199466
2015-07-27,142.6258544921875,143.40385861531155,141.77920934533705,142.5572025903274,5315522
2015-07-28,142.41990661621094,143.65555379817408,141.6647901025816,142.76314436189702,6795594
2015-07-29,139.1248321533203,142.78601996229483,137.56883494919893,142.32836604710673,9718356
2015-07-30,144.5937042236328,145.4632258614261,137.2942281879908,139.12481093516024,20744023
2015-07-31,149.1930694580078,149.8337805561798,144.29624569231714,145.50900511931593,16948958
2015-08-03,151.73301696777344,152.6254262940743,148.78119229928186,149.19307101646714,14905871
2015-08-04,150.97793579101562,151.73305238786008,148.5295178719773,151.68728807526753,10317915
2015-08-05,151.84744262695312,152.4195018755467,149.4676770230545,150.97790995833904,5929897
2015-08-06,149.30751037597656,151.4813313711521,148.2777971060509,151.27539741967402,8786024
2015-08-07,148.4837188720703,149.01001378300415,147.36248803641638,148.27777407444728,4644064
2015-08-10,146.88194274902344,149.7651152369608,146.14970311364152,148.50659162137038,5799938
2015-08-11,146.49298095703125,147.3167494129805,144.77680301938184,146.49298095703125,5520369
2015-08-12,144.9598388671875,146.44719503595482,144.61660115468237,146.44719503595482,12386018
2015-08-13,144.77679443359375,146.30991504080907,138.66719959738145,145.2573250978891,6900635
2015-08-14,145.60055541992188,146.56160582139768,143.97590628118016,145.30308199944628,7890438
2015-08-17,145.0284881591797,146.35566380413354,144.38777704878873,146.12684229261257,4495638
2015-08-18,144.09031677246094,145.8064945824233,143.06061443773683,144.84543326834307,9429541
2015-08-19,145.0284881591797,145.53189548452582,141.41306476461946,143.7013016360936,7657887
2015-08-20,150.72616577148438,151.1838195907501,144.77675314607205,145.57763373212424,18701959
2015-08-21,151.3668975830078,151.61859579618041,147.7057100379207,150.54312929755002,18452566
2015-08-24,146.53872680664062,150.79485060172198,144.43354706115667,146.92772883067127,17120031
